,X,...1,name,address,city,state,zip,Zip.Plus,Contact.First.Name,Contact.Last.Name,Contact.Title,Phone,Business.Description,Primary.NAICS,NAICS2,NAICS3,NAICS4,NAICS5,Business.Type,County,Employee,Annual.Sales,URL,Year.Established,address_new,url,type,latitude,longitude
85,85,91,Celestial Hemp Co,6422 University Pkwy,Rural Hall,NC,27045,9769,NA,NA,NA,(336) 377-7046,Dancing Instruction,611610,459130,NA,NA,NA,Private,Forsyth,2,61000,NA,2020,6422 University Pkwy Rural Hall NC 27045,NA,dancing lessons,36.20202437,-80.2808593
86,86,92,Celia's Dance Academy,2230 Smokey Park Hwy,Candler,NC,28715,NA,Celeste,Mckinney,Manager,(828) 633-1100,Dancing Instruction,611610,NA,NA,NA,NA,Private,Buncombe,3,75000,celiasdance.com,2018,2230 Smokey Park Hwy Candler NC 28715,https://celiasdance.com,dancing lessons,35.54354976,-82.73234054
87,87,93,Center Stage Dance Co,150 S Bostian St,China Grove,NC,28023,2436,Sandra,Overcash,President,(704) 857-6312,Dancing Instruction,611610,611620,NA,NA,NA,Private,Rowan,6,95000,centerstagedancecompanyinc.com,1994,150 S Bostian St China Grove NC 28023,https://centerstagedancecompanyinc.com,dancing lessons,35.56822179,-80.57918438
88,88,94,Center Stage Dance Studio,38 Rosscraggon Rd # L,Asheville,NC,28803,1165,Michele,Lee,Owner,(828) 654-7010,Dancing Instruction,611610,711120,NA,NA,NA,Private,Buncombe,2,75000,centerstageavl.com,1979,38 Rosscraggon Rd # L Asheville NC 28803,https://centerstageavl.com,dancing lessons,35.48284775,-82.52097225
89,89,95,Center Stage School-Performing,101 N Main St,Fuquay Varina,NC,27526,1933,Glenda,Peele,Owner,(919) 552-2410,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,1,35000,centerstagedancenc.com,1988,101 N Main St Fuquay Varina NC 27526,https://centerstagedancenc.com,dancing lessons,35.58439274,-78.79988463
90,90,96,Centre Ballet LLC,922 Davie Ave,Statesville,NC,28677,5302,Sarah N,Ware,Owner,(704) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Iredell,6,80000,centreballetnc.com,2015,922 Davie Ave Statesville NC 28677,https://centreballetnc.com,dancing lessons,35.79428059,-80.87500572
91,91,97,Centre of Performing Arts,133 Auto Park Dr # D,Graham,NC,27253,3536,Jo,Brantley,Owner,(336) 228-1553,Dancing Instruction,611610,458110,711110,NA,NA,Private,Alamance,20,509000,copa-dance.com,1998,133 Auto Park Dr # D Graham NC 27253,https://copa-dance.com,dancing lessons,36.05922792,-79.40314152
92,92,98,Centre Stage On Main,206 W Main St,Gibsonville,NC,27249,2443,Connie,Rea,Other,(336) 446-6699,Dancing Instruction,611610,NA,NA,NA,NA,Private,Guilford,2,84000,csomdancestudio.com,2006,206 W Main St Gibsonville NC 27249,https://csomdancestudio.com,dancing lessons,36.10635237,-79.5430193
93,93,99,Charlotte Ballet,701 N Tryon St,Charlotte,NC,28202,2221,Douglas,Singleton,Exec Director,(704) 372-3900,Dancing Instruction,611610,711120,713940,813319,999990,Private,Mecklenburg,40,1083000,charlotteballet.org,1970,701 N Tryon St Charlotte NC 28202,https://charlotteballet.org,dancing lessons,35.23193296,-80.83647813
94,94,100,Charlotte Ballroom Dance Co,16615 Riverstone Way # 400,Charlotte,NC,28277,5748,Elizabeth,Minieri,President,(704) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,5,136000,NA,2017,16615 Riverstone Way # 400 Charlotte NC 28277,NA,dancing lessons,35.02720871,-80.83966631
95,95,101,Charlotte Kalamandi Dance Acad,6708 Coral Rose Rd,Charlotte,NC,28277,3849,Chandrani,Dey,Owner,(704) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,4,109000,NA,2016,6708 Coral Rose Rd Charlotte NC 28277,NA,dancing lessons,35.0532783,-80.79426213
96,96,102,Charlotte Latin Dance LLC,5007 Providence Rd,Charlotte,NC,28226,5849,NA,NA,NA,(704) 707-4016,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,5,136000,charlottelatindance.com,2018,5007 Providence Rd Charlotte NC 28226,https://charlottelatindance.com,dancing lessons,35.14656551,-80.78946827
97,97,103,Charlotte Scottish Country,1015 Kendall Knoll Ct,Matthews,NC,28105,8874,Jack,Pressley,Owner,(704) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,4,99000,NA,2015,1015 Kendall Knoll Ct Matthews NC 28105,NA,dancing lessons,35.07375743,-80.71420755
98,98,104,Chass Center of Dance LLC,9603 Mary Juan Ln,Charlotte,NC,28213,3719,Phoenicia,Butler,Manager,(704) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,2,55000,NA,2018,9603 Mary Juan Ln Charlotte NC 28213,NA,dancing lessons,35.29686617,-80.72464103
99,99,105,Cheer Extreme Raleigh,3816 Tarheel Dr # 104,Raleigh,NC,27609,7536,NA,NA,NA,(919) 876-8325,Dancing Instruction,611610,711211,711211,611620,NA,Private,Wake,2,104000,cheerextremeraleigh.com,2023,3816 Tarheel Dr # 104 Raleigh NC 27609,https://cheerextremeraleigh.com,dancing lessons,35.83124864,-78.60769807
100,100,106,Cheryl's Dance Ctr,215 Turner Dr,Reidsville,NC,27320,5736,Cheryl L,Williams,Owner,(336) 342-0406,Dancing Instruction,611610,NA,NA,NA,NA,Private,Rockingham,2,60000,5678cdc.wixsite.com,1998,215 Turner Dr Reidsville NC 27320,https://5678cdc.wixsite.com,dancing lessons,36.33883524,-79.65905121
101,101,107,Children In Motion Dance Std,113 W Broad St,Elizabethtown,NC,28337,9311,Heather,Sholar,Owner,(910) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Bladen,4,82000,NA,2015,113 W Broad St Elizabethtown NC 28337,NA,dancing lessons,34.6289087,-78.60601714
102,102,108,Choreographic Institute of NC,1662 Richards St,Southern Pines,NC,28387,NA,Diana,Turner-Forte,Director,(910) 725-0595,Dancing Instruction,611610,NA,NA,NA,NA,Private,Moore,1,34000,dianaturnerforte.com,2012,1662 Richards St Southern Pines NC 28387,https://dianaturnerforte.com,dancing lessons,35.16373164,-79.41516473
103,103,109,Christi's Dance Ctr,405 Old Durham Rd,Roxboro,NC,27573,5982,Christi,Lappin,Owner,(336) 597-5800,Dancing Instruction,611610,NA,NA,NA,NA,Private,Person,2,47000,NA,2001,405 Old Durham Rd Roxboro NC 27573,NA,dancing lessons,36.37460898,-78.97995516
104,104,110,Christy's Dance Explosion,2967 Benson Rd,Garner,NC,27529,9063,Christy,Wood,Owner,(919) 779-1337,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,7,243000,cdegarner.com,2001,2967 Benson Rd Garner NC 27529,https://cdegarner.com,dancing lessons,35.64618063,-78.61474355
105,105,111,City Ballet,7440 Six Forks Rd # 17,Raleigh,NC,27615,4932,Andrew,Lamar,Owner,(919) 844-9799,Dancing Instruction,611610,711120,NA,NA,NA,Private,Wake,12,416000,city-ballet.com,1991,7440 Six Forks Rd # 17 Raleigh NC 27615,https://city-ballet.com,dancing lessons,35.88127019,-78.64599872
106,106,112,City Ballet of Raleigh Inc,7413 Six Forks Rd,Raleigh,NC,27615,6164,Latissa,Davis,Educator,(919) 883-4775,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,3,104000,city-ballet.com,2018,7413 Six Forks Rd Raleigh NC 27615,https://city-ballet.com,dancing lessons,35.8808163,-78.64608311
107,107,114,Coastal Dance Academy Inc,1010 Evangeline Dr # 101,Leland,NC,28451,1897,NA,NA,NA,(910) 833-8308,Dancing Instruction,611610,NA,NA,NA,NA,Private,Brunswick,3,88000,coastaldance.net,2012,1010 Evangeline Dr # 101 Leland NC 28451,https://coastaldance.net,dancing lessons,34.19503146,-78.04586754
108,108,115,Columbus Cotillion Inc,706 N Madison St,Whiteville,NC,28472,3331,Harold G,Pope,Manager,(910) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Columbus,3,71000,NA,2017,706 N Madison St Whiteville NC 28472,NA,dancing lessons,34.33772311,-78.70369515
109,109,116,Cripple Creek Dance Studio,100 S Walker St,Burgaw,NC,28425,NA,Nancy,Aycock,Owner,(910) 259-5192,Dancing Instruction,611610,NA,NA,NA,NA,Private,Pender,5,93000,cripplecreekcorner.com,1982,100 S Walker St Burgaw NC 28425,https://cripplecreekcorner.com,dancing lessons,34.55159391,-77.92523644
110,110,117,Crowder Dancesport Nonprofit,120 Smith Acres Rd,Eden,NC,27288,7659,Jack W,Crowder,Owner,(336) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Rockingham,2,60000,NA,2016,120 Smith Acres Rd Eden NC 27288,NA,dancing lessons,36.48589745,-79.78907666
111,111,118,Crystal's Elite Dance Studio,2040 Fenner Rd,Rocky Mount,NC,27804,8698,Crystal,Harrelson,Owner,(252) 972-0222,Dancing Instruction,611610,711120,NA,NA,NA,Private,Nash,5,87000,NA,2010,2040 Fenner Rd Rocky Mount NC 27804,NA,dancing lessons,36.00113804,-77.78764147
112,112,119,Cumberland Dance Academy,3504 Masonboro Ct,Hope Mills,NC,28348,8978,Tara,Harringdine,Owner,(910) 426-3210,Dancing Instruction,611610,711120,NA,NA,NA,Private,Cumberland,1,27000,cumberlanddanceacademy.com,2002,3504 Masonboro Ct Hope Mills NC 28348,https://cumberlanddanceacademy.com,dancing lessons,34.99366652,-78.92251986
113,113,120,Dance & Tumble Creations,220 Hopkins Rd,Kernersville,NC,27284,9314,NA,NA,NA,(336) 996-4445,Dancing Instruction,611610,711120,NA,NA,NA,Private,Forsyth,3,91000,NA,1992,220 Hopkins Rd Kernersville NC 27284,NA,dancing lessons,36.11328413,-80.09653707
114,114,121,Dance Art Rhythm Kinections,8009 Creedmoor Rd # 202,Raleigh,NC,27613,4394,Ashley,Borromeo,Owner,(919) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,2,70000,NA,2016,8009 Creedmoor Rd # 202 Raleigh NC 27613,NA,dancing lessons,35.89413286,-78.68046511
115,115,122,Dance Arts Studio,123 Bonner Ave,Morehead City,NC,28557,3211,Julie S,Mcbarron,President,(252) 726-1720,Dancing Instruction,611610,NA,NA,NA,NA,Private,Carteret,1,31000,danceartsstudio.net,1984,123 Bonner Ave Morehead City NC 28557,https://danceartsstudio.net,dancing lessons,34.72578135,-76.748105
116,116,123,Dance Attic,1241 S Main St # 10,Wake Forest,NC,27587,9494,Wanda,Lynam,Owner,(919) 556-7755,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,1,35000,thedanceattic.com,1988,1241 S Main St # 10 Wake Forest NC 27587,https://thedanceattic.com,dancing lessons,35.96204103,-78.51806158
117,117,124,Dance Center of Greensboro,2104 Georgia St # 107,Greensboro,NC,27408,5925,Jeanne,Alala,President,(336) 271-8177,Dancing Instruction,611610,711120,NA,NA,NA,Private,Guilford,4,168000,dancecentergso.com,2009,2104 Georgia St # 107 Greensboro NC 27408,https://dancecentergso.com,dancing lessons,36.10155798,-79.7867772
118,118,125,Dance Connection,5157 Sellers Rd,Shallotte,NC,28470,3405,Ann,Hucks,Director,(910) 754-8884,Dancing Instruction,611610,NA,NA,NA,NA,Private,Brunswick,2,59000,danceconnection.com,1994,5157 Sellers Rd Shallotte NC 28470,https://danceconnection.com,dancing lessons,33.96251421,-78.39698281
119,119,126,Dance Davidson,140 Jackson St,Davidson,NC,28036,NA,Terilynne M,Knox,President,(704) 892-5632,Dancing Instruction,611610,711120,NA,NA,NA,Private,Mecklenburg,1,28000,davidsondance.com,2012,140 Jackson St Davidson NC 28036,https://davidsondance.com,dancing lessons,35.49855361,-80.85039648
120,120,127,Dance District LLC,6233 Old Sugar Creek Rd,Charlotte,NC,28269,8001,Ana,Ogbueze,Director,(704) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,6,163000,ncdancedistrict.com,2015,6233 Old Sugar Creek Rd Charlotte NC 28269,https://ncdancedistrict.com,dancing lessons,35.33335437,-80.7971015
121,121,128,Dance Dreams Studio,289 Brookdale St,Kannapolis,NC,28083,2790,Glenna,Wilson,Owner,(704) 933-7170,Dancing Instruction,611610,458110,NA,NA,NA,Private,Rowan,1,16000,dancedreamsstudio.com,1977,289 Brookdale St Kannapolis NC 28083,https://dancedreamsstudio.com,dancing lessons,35.50724987,-80.6131216
122,122,130,Dance Edge of High Point,3935 Brian Jordan Pl # 127,High Point,NC,27265,8036,Hayley,Harwell,Owner,(336) 906-5113,Dancing Instruction,611610,NA,NA,NA,NA,Private,Guilford,3,126000,dance-edge.com,2016,3935 Brian Jordan Pl # 127 High Point NC 27265,https://dance-edge.com,dancing lessons,36.03229377,-79.96196696
123,123,131,Dance Etc,1002 W Vernon Ave,Kinston,NC,28501,3614,Mary Beth,Dawson,Owner,(252) 523-3933,Dancing Instruction,611610,NA,NA,NA,NA,Private,Lenoir,1,24000,danceetcstudio.com,1991,1002 W Vernon Ave Kinston NC 28501,https://danceetcstudio.com,dancing lessons,35.2698504,-77.59367358
124,124,132,Dance Etc Dance & Fitness Btq,3013 Barrow Dr,Raleigh,NC,27616,3036,NA,NA,NA,(919) 981-0804,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,5,174000,shopdanceetc.com,2019,3013 Barrow Dr Raleigh NC 27616,https://shopdanceetc.com,dancing lessons,35.86589527,-78.58658595
125,125,133,Dance Express,6932 Market St,Wilmington,NC,28411,8899,Sheridan C,Jones,President,(910) 790-9980,Dancing Instruction,611610,713940,NA,NA,NA,Private,New Hanover,10,356000,danceexpresswilmington.com,1996,6932 Market St Wilmington NC 28411,https://danceexpresswilmington.com,dancing lessons,34.26331675,-77.82801334
126,126,134,Dance Express,5214 Hollyridge Dr,Raleigh,NC,27612,3114,Lisa,Fristoe,Board Member,(919) 523-8747,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,5,174000,danceexpressnc.com,1994,5214 Hollyridge Dr Raleigh NC 27612,https://danceexpressnc.com,dancing lessons,35.85244217,-78.70123121
127,127,135,Dance Expressions,4393 Weddington Rd NW,Concord,NC,28027,9089,Stephanie D,Lovette,CEO,(704) 575-5097,Dancing Instruction,611610,711120,NA,NA,NA,Private,Cabarrus,3,74000,dance-expressions.com,2011,4393 Weddington Rd NW Concord NC 28027,https://dance-expressions.com,dancing lessons,35.39871735,-80.65074817
128,128,137,Dance Fusion LLC,12036 University City Blvd,Harrisburg,NC,28075,8466,Lauren M,Hinson,Other,(704) 455-5504,Dancing Instruction,611610,NA,NA,NA,NA,Private,Cabarrus,3,74000,dancefusionnc.com,2009,12036 University City Blvd Harrisburg NC 28075,https://dancefusionnc.com,dancing lessons,35.31541323,-80.68283431
129,129,138,Dance Infinity Inc,7230 Nc 242 Hwy S,Bladenboro,NC,28320,7046,Kristi,Williamson,Manager,(910) 874-3145,Dancing Instruction,611610,NA,NA,NA,NA,Private,Bladen,3,61000,danceinfinity8.com,2011,7230 Nc 242 Hwy S Bladenboro NC 28320,https://danceinfinity8.com,dancing lessons,34.57347221,-78.68972416
130,130,139,Dance Loft LLC,3172 Nc 8 Hwy S,Walnut Cove,NC,27052,5640,Joy W,Ackley,Manager,(336) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Stokes,2,44000,thedancefitnessloft.com,2014,3172 Nc 8 Hwy S Walnut Cove NC 27052,https://thedancefitnessloft.com,dancing lessons,36.36534726,-80.19953281
131,131,140,Dance Magic,301 S Battleground Ave,Kings Mountain,NC,28086,3601,Annmarie,Wright,Owner,(704) 734-0953,Dancing Instruction,611610,NA,NA,NA,NA,Private,Cleveland,1,23000,dancemagicstudio.com,1995,301 S Battleground Ave Kings Mountain NC 28086,https://dancemagicstudio.com,dancing lessons,35.23754892,-81.34444555
132,132,141,Dance NC Inc,1500 Mill St # 105,Greensboro,NC,27408,8046,Anatoliy,Alosha,Manager,(336) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Guilford,6,252000,NA,2019,1500 Mill St # 105 Greensboro NC 27408,NA,dancing lessons,36.0885708,-79.81160798
133,133,142,Dance Perfections,141 Pineview Dr,King,NC,27021,9538,Michelle,Webb,Owner,(336) 983-4557,Dancing Instruction,611610,NA,NA,NA,NA,Private,Stokes,2,44000,NA,2002,141 Pineview Dr King NC 27021,NA,dancing lessons,36.26698255,-80.35836211
134,134,144,Dance Project,200 N Davie St # 7,Greensboro,NC,27401,2865,Kayla,Stuhr,Manager,(336) 370-6776,Dancing Instruction,611610,813319,813410,999990,NA,Private,Guilford,8,336000,danceproject.org,1992,200 N Davie St # 7 Greensboro NC 27401,https://danceproject.org,dancing lessons,36.07343245,-79.78893579
135,135,145,Dance Reflections,235 S Cherokee St,Kings Mountain,NC,28086,3406,Susan,Goodson,Owner,(704) 739-5923,Dancing Instruction,611610,NA,NA,NA,NA,Private,Cleveland,2,45000,dancereflectionskm.com,1987,235 S Cherokee St Kings Mountain NC 28086,https://dancereflectionskm.com,dancing lessons,35.23865882,-81.34339313
136,136,146,Dance Shop,241 Laura Ave,Archdale,NC,27263,2829,Sheila,White,Treasurer,(336) 431-1714,Dancing Instruction,611610,NA,NA,NA,NA,Private,Randolph,6,130000,thedanceshoptds.com,1984,241 Laura Ave Archdale NC 27263,https://thedanceshoptds.com,dancing lessons,35.908859,-79.9638165
137,137,147,Dance Specialties,415 E Catawba St,Belmont,NC,28012,3311,Kathy,Baldwin,Owner,(704) 825-1883,Dancing Instruction,611610,611620,NA,NA,NA,Private,Gaston,2,53000,dancespecialtiesltd.com,2010,415 E Catawba St Belmont NC 28012,https://dancespecialtiesltd.com,dancing lessons,35.24288719,-81.02860776
138,138,148,Dance Spot,122 Commerce Centre Dr,Huntersville,NC,28078,NA,Casey,Jolley-Harrill,Owner,(704) 948-9179,Dancing Instruction,611610,711120,611620,NA,NA,Private,Mecklenburg,7,190000,ncdancespot.com,2013,122 Commerce Centre Dr Huntersville NC 28078,https://ncdancespot.com,dancing lessons,35.41101204,-80.85155506
139,139,149,Dance Stars Inc,835 Yeopim Rd,Edenton,NC,27932,NA,Linda,Brown,Owner,(252) 482-8214,Dancing Instruction,611610,NA,NA,NA,NA,Private,Chowan,6,117000,NA,2011,835 Yeopim Rd Edenton NC 27932,NA,dancing lessons,36.0564981,-76.53930427
140,140,150,Dance Theatre of Fayetteville,330 Mcarthur Rd,Fayetteville,NC,28311,6920,Leslie,Dumas,Other,(910) 850-6363,Dancing Instruction,611610,NA,NA,NA,NA,Private,Cumberland,4,106000,dancetheatreoffayetteville.org,2015,330 Mcarthur Rd Fayetteville NC 28311,https://dancetheatreoffayetteville.org,dancing lessons,35.11765258,-78.88223217
141,141,151,Dance Theatre of Jacksonville,14 E Doris Ave,Jacksonville,NC,28540,5148,Debbie T,Baile,Owner,(910) 347-3226,Dancing Instruction,611610,711120,611620,NA,NA,Private,Onslow,3,76000,NA,2021,14 E Doris Ave Jacksonville NC 28540,NA,dancing lessons,34.77790425,-77.41828944
142,142,152,Dance Theatre South,5832 Fayetteville Rd # 110,Durham,NC,27713,6690,Claire,Hudzinski,Owner,(919) 361-7006,Dancing Instruction,611610,NA,NA,NA,NA,Private,Durham,2,90000,ww5.dancetheatresouth.com,2001,5832 Fayetteville Rd # 110 Durham NC 27713,https://ww5.dancetheatresouth.com,dancing lessons,35.9203756,-78.92912264
143,143,153,Dance Trap,8345 W Franklin St,Mt Pleasant,NC,28124,NA,Lauren,Elliott,President,(704) 436-2621,Dancing Instruction,611610,NA,NA,NA,NA,Private,Cabarrus,3,74000,dancetrap.com,1986,8345 W Franklin St Mt Pleasant NC 28124,https://dancetrap.com,dancing lessons,35.39987833,-80.43675246
144,144,154,Dance With Mitzi,111 N Carolina Ave,Boonville,NC,27011,NA,Mitzi,Davis,Owner,(336) 367-5151,Dancing Instruction,611610,NA,NA,NA,NA,Private,Yadkin,2,40000,dancewithmitzi.com,2012,111 N Carolina Ave Boonville NC 27011,https://dancewithmitzi.com,dancing lessons,36.232979,-80.70849588
145,145,155,Dance Works,149 N Market St,Washington,NC,27889,4947,Le Anne,Jones,Owner,(252) 946-4932,Dancing Instruction,611610,NA,NA,NA,NA,Private,Beaufort,1,19000,danceworkscenterstage.com,1995,149 N Market St Washington NC 27889,https://danceworkscenterstage.com,dancing lessons,35.54286809,-77.05447277
146,146,156,Dance Zone,280 US 70 Hwy W,Garner,NC,27529,3943,Dawn,Ziglar,Owner,(919) 772-7755,Dancing Instruction,611610,711120,NA,NA,NA,Private,Wake,1,35000,thedanzezone.com,2008,280 US 70 Hwy W Garner NC 27529,https://thedanzezone.com,dancing lessons,35.70117691,-78.59947759
147,147,157,Dancer's Edge Dance Studio,2610 N Aspen St,Lincolnton,NC,28092,8008,Kimberly,Noles,President,(704) 735-8200,Dancing Instruction,611610,458110,NA,NA,NA,Private,Lincoln,4,92000,xtremeedgedance.com,2001,2610 N Aspen St Lincolnton NC 28092,https://xtremeedgedance.com,dancing lessons,35.50071657,-81.24118992
148,148,158,Dancer's Workshop,1221 N Horner Blvd # B,Sanford,NC,27330,9498,Barbara,Clark,Owner,(919) 774-6228,Dancing Instruction,611610,611620,NA,NA,NA,Private,Lee,3,51000,dancersworkshopnc.com,1997,1221 N Horner Blvd # B Sanford NC 27330,https://dancersworkshopnc.com,dancing lessons,35.49776239,-79.19900415
149,149,159,Dancers Edge,5033 Country Club Rd,Winston Salem,NC,27104,4513,Cathy-Lee,Hambright,Owner,(336) 768-3303,Dancing Instruction,611610,711120,NA,NA,NA,Private,Forsyth,3,91000,dancersedge.com,2004,5033 Country Club Rd Winston Salem NC 27104,https://dancersedge.com,dancing lessons,36.08468636,-80.34885984
150,150,160,Dancers Pointe Boutique,2918 Kildaire Farm Rd,Cary,NC,27518,9614,Annette,Hadopian,Owner,(919) 387-1298,Dancing Instruction,611610,458110,NA,NA,NA,Private,Wake,7,243000,triangle-academy-dance.com,2003,2918 Kildaire Farm Rd Cary NC 27518,https://triangle-academy-dance.com,dancing lessons,35.71892444,-78.78704285
151,151,161,Dancers Unite Fine Arts Acad,220 E Park Ave,Charlotte,NC,28203,4750,Julie,Emery,Owner,(704) 846-2985,Dancing Instruction,611610,711510,NA,NA,NA,Private,Mecklenburg,6,163000,NA,2014,220 E Park Ave Charlotte NC 28203,NA,dancing lessons,35.21342288,-80.85537977
152,152,162,Dancers Unlimited,610 Oakridge Farm Hwy,Mooresville,NC,28115,7947,Lynette,Bruton,Owner,(704) 664-1965,Dancing Instruction,611610,NA,NA,NA,NA,Private,Iredell,5,99000,dudanceandfitness.com,1986,610 Oakridge Farm Hwy Mooresville NC 28115,https://dudanceandfitness.com,dancing lessons,35.60400614,-80.80875663
153,153,163,Dancing Dogwood LLC,6 Red Bluff Ct,Durham,NC,27713,8835,Jacob,Decker,Manager,(919) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Durham,2,90000,NA,2018,6 Red Bluff Ct Durham NC 27713,NA,dancing lessons,35.92069707,-78.91451044
154,154,164,Dancing Dragon Fly,110 Broadway St,Black Mountain,NC,28711,3423,NA,NA,NA,(828) 357-9000,Dancing Instruction,611610,722410,NA,NA,NA,Private,Buncombe,4,1.00E+05,thedancingdragonfly.com,2015,110 Broadway St Black Mountain NC 28711,https://thedancingdragonfly.com,dancing lessons,35.61759665,-82.32054333
155,155,165,Dancing Eyes Design,873 Silverleaf Rd,Zionville,NC,28698,9349,Bryan,Dechter,Owner,(828) 297-5658,Dancing Instruction,611610,NA,NA,NA,NA,Private,Watauga,2,37000,dancingeyes.com,2012,873 Silverleaf Rd Zionville NC 28698,https://dancingeyes.com,dancing lessons,36.31772541,-81.73296588
156,156,166,Dancing For A Cure,306 Estes Drive Ext # F2,Carrboro,NC,27510,1421,Matthew A,Bergens,Manager,(919) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Orange,3,128000,NA,2017,306 Estes Drive Ext # F2 Carrboro NC 27510,NA,dancing lessons,35.92079143,-79.07222551
157,157,167,Dancing Honu Productions LLC,2054 Kildaire Farm Rd Pmb 238,Cary,NC,27518,6614,Meredith,Jackson,Owner,(919) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Wake,4,174000,NA,2015,2054 Kildaire Farm Rd Pmb 238 Cary NC 27518,NA,dancing lessons,35.7370099,-78.77974501
158,158,168,Dancing On the Go LLC,4010 Meadowview Hills Dr,Charlotte,NC,28269,1480,Courtney,Jant,Owner,(704) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,2,55000,NA,2016,4010 Meadowview Hills Dr Charlotte NC 28269,NA,dancing lessons,35.37341604,-80.76549508
159,159,169,Dancinkids Dance Studio,20700 N Main St # 116,Cornelius,NC,28031,8485,Christina,Kistler,Owner,(704) 577-3730,Dancing Instruction,611610,NA,NA,NA,NA,Private,Mecklenburg,4,109000,dancinkidsnc.com,2009,20700 N Main St # 116 Cornelius NC 28031,https://dancinkidsnc.com,dancing lessons,35.48961792,-80.85787546
160,160,170,Danse Elan LLC,1376 Nc 73 Hwy,Iron Station,NC,28080,9703,Christopher,Roumayah,Manager,(704) 000-1111,Dancing Instruction,611610,NA,NA,NA,NA,Private,Lincoln,2,46000,NA,2018,1376 Nc 73 Hwy Iron Station NC 28080,NA,dancing lessons,35.4715851,-81.17729257
161,161,171,Danzquest,100 Spartan Rd,Wilmington,NC,28405,4488,Tanya,Evers,Owner,(910) 397-2822,Dancing Instruction,611610,NA,NA,NA,NA,Private,New Hanover,6,214000,danzquest.com,2004,100 Spartan Rd Wilmington NC 28405,https://danzquest.com,dancing lessons,34.25620309,-77.84189974
162,162,172,Darden Dance Co,609 N Main St,Mooresville,NC,28115,2311,Madison,Darden,Owner,(704) 968-3238,Dancing Instruction,611610,NA,NA,NA,NA,Private,Iredell,2,40000,dardendancecompany.com,2021,609 N Main St Mooresville NC 28115,https://dardendancecompany.com,dancing lessons,35.58649118,-80.80366697
163,163,173,Debbie Huffman Dance Academy,273 Main St W,Valdese,NC,28690,2834,Debbie,Huffman,Owner,(828) 874-0499,Dancing Instruction,611610,NA,NA,NA,NA,Private,Burke,1,19000,debbiehuffmandance.com,1995,273 Main St W Valdese NC 28690,https://debbiehuffmandance.com,dancing lessons,35.74403479,-81.56515696
164,164,174,Dimensions Dance Arts,107 W Main St,Rockwell,NC,28138,8859,Tabatha,Rayfield,Educator,(704) 209-6333,Dancing Instruction,611610,NA,NA,NA,NA,Private,Rowan,2,32000,dimensionsdancearts.com,2004,107 W Main St Rockwell NC 28138,https://dimensionsdancearts.com,dancing lessons,35.55119387,-80.40683989
165,165,175,Dimensions Studio,7401 Nc Highway 213,Mars Hill,NC,28754,9694,Angel,Hilemon,Owner,(828) 689-5267,Dancing Instruction,611610,NA,NA,NA,NA,Private,Madison,5,83000,dimensionsstudio.com,1997,7401 Nc Highway 213 Mars Hill NC 28754,https://dimensionsstudio.com,dancing lessons,35.82715262,-82.57257373
166,166,176,Down East Dance-Dance Studio,2201 Trent Blvd,New Bern,NC,28560,5327,Paige,Bauguess,Owner,(252) 633-9622,Dancing Instruction,611610,NA,NA,NA,NA,Private,Craven,5,104000,downeastdancestudio.com,1993,2201 Trent Blvd New Bern NC 28560,https://downeastdancestudio.com,dancing lessons,35.10291382,-77.07471568
167,167,178,Drake School Irish Dance,376 Hendersonville Rd # 3,Asheville,NC,28803,2746,NA,NA,NA,(828) 768-3971,Dancing Instruction,611610,NA,NA,NA,NA,Private,Buncombe,3,75000,carpenteririshdance.com,2016,376 Hendersonville Rd # 3 Asheville NC 28803,https://carpenteririshdance.com,dancing lessons,35.55687541,-82.53799579
